,Model Name,Noise level,Accuracy,STD,Set,b
42,AdaBoostClassifier,0.1,0.5851999999999999,0.05544871504372307,Train,1.0
43,AdaBoostClassifier,0.1,0.4888,0.08225424001229358,Test,1.0
44,NeighborHoodClassifier,0.1,1.0,0.0,Train,1.5
45,NeighborHoodClassifier,0.1,0.7639999999999999,0.10157164958786481,Test,1.5
46,AdaBoostClassifier,0.1,0.5648,0.027845286854331356,Train,1.5
47,AdaBoostClassifier,0.1,0.4972,0.011771151175649738,Test,1.5
48,NeighborHoodClassifier,0.1,1.0,0.0,Train,2.0
49,NeighborHoodClassifier,0.1,0.8416,0.03940355313927922,Test,2.0
50,AdaBoostClassifier,0.1,0.5772,0.021339165869358613,Train,2.0
51,AdaBoostClassifier,0.1,0.49399999999999994,0.012328828005937964,Test,2.0
52,NeighborHoodClassifier,0.1,1.0,0.0,Train,2.5
53,NeighborHoodClassifier,0.1,0.8512000000000001,0.030426304409178605,Test,2.5
54,AdaBoostClassifier,0.1,0.5364,0.05044442486539021,Train,2.5
55,AdaBoostClassifier,0.1,0.46240000000000003,0.062114732551947764,Test,2.5
56,NeighborHoodClassifier,0.1,0.9780000000000001,0.044,Train,3.0
57,NeighborHoodClassifier,0.1,0.7936,0.1460323251886376,Test,3.0
58,AdaBoostClassifier,0.1,0.5696,0.03018343916786155,Train,3.0
59,AdaBoostClassifier,0.1,0.48719999999999997,0.010552724766618345,Test,3.0
60,NeighborHoodClassifier,0.1,1.0,0.0,Train,4.0
61,NeighborHoodClassifier,0.1,0.8371999999999999,0.009516301802696263,Test,4.0
62,AdaBoostClassifier,0.1,0.5808,0.043314662644420986,Train,4.0
63,AdaBoostClassifier,0.1,0.5,0.046750401067798326,Test,4.0
64,NeighborHoodClassifier,0.15,0.7444000000000001,0.11762584749960356,Train,0.25
65,NeighborHoodClassifier,0.15,0.6808,0.17232805923586558,Test,0.25
66,AdaBoostClassifier,0.15,0.5372,0.024677114904299486,Train,0.25
67,AdaBoostClassifier,0.15,0.48360000000000003,0.02159259132202524,Test,0.25
68,NeighborHoodClassifier,0.15,0.9024000000000001,0.017499714283381904,Train,0.5
69,NeighborHoodClassifier,0.15,0.8868,0.027527440854536428,Test,0.5
70,AdaBoostClassifier,0.15,0.562,0.03339461034358687,Train,0.5
71,AdaBoostClassifier,0.15,0.48319999999999996,0.014675149062275305,Test,0.5
72,NeighborHoodClassifier,0.15,0.9176,0.06811049845655222,Train,1.0
73,NeighborHoodClassifier,0.15,0.4984,0.012026637102698337,Test,1.0
74,AdaBoostClassifier,0.15,0.5660000000000001,0.02536138797463576,Train,1.0
75,AdaBoostClassifier,0.15,0.4944,0.049564503427352115,Test,1.0
76,NeighborHoodClassifier,0.15,1.0,0.0,Train,1.5
77,NeighborHoodClassifier,0.15,0.7092,0.03946846842734083,Test,1.5
78,AdaBoostClassifier,0.15,0.5716,0.033974107788137704,Train,1.5
79,AdaBoostClassifier,0.15,0.5035999999999999,0.028855502074994318,Test,1.5
80,NeighborHoodClassifier,0.15,1.0,0.0,Train,2.0
81,NeighborHoodClassifier,0.15,0.812,0.07554601246922305,Test,2.0
82,AdaBoostClassifier,0.15,0.5508,0.016809521111560536,Train,2.0
83,AdaBoostClassifier,0.15,0.48,0.027040710049848912,Test,2.0
84,NeighborHoodClassifier,0.15,1.0,0.0,Train,2.5
85,NeighborHoodClassifier,0.15,0.8188000000000001,0.014783774890061028,Test,2.5
86,AdaBoostClassifier,0.15,0.5631999999999999,0.047993332870306056,Train,2.5
87,AdaBoostClassifier,0.15,0.4640000000000001,0.08,Test,2.5
88,NeighborHoodClassifier,0.15,1.0,0.0,Train,3.0
89,NeighborHoodClassifier,0.15,0.8131999999999999,0.024935115800813895,Test,3.0
90,AdaBoostClassifier,0.15,0.5631999999999999,0.05539097399396404,Train,3.0
91,AdaBoostClassifier,0.15,0.4744,0.04331096858764533,Test,3.0
92,NeighborHoodClassifier,0.15,1.0,0.0,Train,4.0
93,NeighborHoodClassifier,0.15,0.7972,0.011565465835840779,Test,4.0
94,AdaBoostClassifier,0.15,0.5692,0.046999574466158725,Train,4.0
95,AdaBoostClassifier,0.15,0.46840000000000004,0.04142269909119877,Test,4.0
96,NeighborHoodClassifier,0.2,0.7895999999999999,0.008522910301065015,Train,0.25
97,NeighborHoodClassifier,0.2,0.778,0.044917702523615335,Test,0.25
98,AdaBoostClassifier,0.2,0.5708,0.03355234716081721,Train,0.25
99,AdaBoostClassifier,0.2,0.49559999999999993,0.049499898989795954,Test,0.25
100,NeighborHoodClassifier,0.2,0.8852,0.0461579895576053,Train,0.5
101,NeighborHoodClassifier,0.2,0.806,0.1527088733505686,Test,0.5
102,AdaBoostClassifier,0.2,0.5524,0.024735399733984472,Train,0.5
103,AdaBoostClassifier,0.2,0.49559999999999993,0.018736061485808607,Test,0.5
104,NeighborHoodClassifier,0.2,0.9096,0.1808,Train,1.0
105,NeighborHoodClassifier,0.2,0.6652000000000001,0.20189739968607814,Test,1.0
106,AdaBoostClassifier,0.2,0.5484,0.021777052142105912,Train,1.0
107,AdaBoostClassifier,0.2,0.49399999999999994,0.016443843832875588,Test,1.0
108,NeighborHoodClassifier,0.2,1.0,0.0,Train,1.5
109,NeighborHoodClassifier,0.2,0.682,0.10025567315618603,Test,1.5
110,AdaBoostClassifier,0.2,0.6072,0.04523007848766128,Train,1.5
111,AdaBoostClassifier,0.2,0.5264,0.09158515163496754,Test,1.5
112,NeighborHoodClassifier,0.2,1.0,0.0,Train,2.0
113,NeighborHoodClassifier,0.2,0.748,0.06533605436510535,Test,2.0
114,AdaBoostClassifier,0.2,0.5732,0.02444913086389778,Train,2.0
115,AdaBoostClassifier,0.2,0.508,0.03689986449839618,Test,2.0
116,NeighborHoodClassifier,0.2,0.9776,0.04479999999999999,Train,2.5
117,NeighborHoodClassifier,0.2,0.7512,0.11470030514344763,Test,2.5
118,AdaBoostClassifier,0.2,0.5536000000000001,0.011412274094149653,Train,2.5
119,AdaBoostClassifier,0.2,0.476,0.010807404868885035,Test,2.5
120,NeighborHoodClassifier,0.2,1.0,0.0,Train,3.0
121,NeighborHoodClassifier,0.2,0.7624000000000001,0.022177466041006597,Test,3.0
122,AdaBoostClassifier,0.2,0.6035999999999999,0.030289272028228106,Train,3.0
123,AdaBoostClassifier,0.2,0.5016,0.05186752355761743,Test,3.0
124,NeighborHoodClassifier,0.2,1.0,0.0,Train,4.0
125,NeighborHoodClassifier,0.2,0.7876000000000001,0.02188698243248712,Test,4.0
126,AdaBoostClassifier,0.2,0.5732,0.02178439808670413,Train,4.0
127,AdaBoostClassifier,0.2,0.4972,0.02103711006768753,Test,4.0
128,NeighborHoodClassifier,0.25,0.7428000000000001,0.0865572642820925,Train,0.25
129,NeighborHoodClassifier,0.25,0.7363999999999999,0.11198142703145016,Test,0.25
130,AdaBoostClassifier,0.25,0.5668,0.03328903723450107,Train,0.25
131,AdaBoostClassifier,0.25,0.4992,0.017645396000090238,Test,0.25
132,NeighborHoodClassifier,0.25,0.892,0.017572706109191052,Train,0.5
133,NeighborHoodClassifier,0.25,0.8028000000000001,0.06228450850733273,Test,0.5
134,AdaBoostClassifier,0.25,0.5736,0.03600888779176607,Train,0.5
135,AdaBoostClassifier,0.25,0.47240000000000004,0.03094252736930195,Test,0.5
136,NeighborHoodClassifier,0.25,0.9996,0.0008000000000000006,Train,1.0
137,NeighborHoodClassifier,0.25,0.8283999999999999,0.17664155796414388,Test,1.0
138,AdaBoostClassifier,0.25,0.5811999999999999,0.036673696295846686,Train,1.0
139,AdaBoostClassifier,0.25,0.5324,0.03885151219708185,Test,1.0
140,NeighborHoodClassifier,0.25,0.9540000000000001,0.05735503465259175,Train,1.5
141,NeighborHoodClassifier,0.25,0.5900000000000001,0.14107586611465478,Test,1.5
142,AdaBoostClassifier,0.25,0.5551999999999999,0.027585503439306647,Train,1.5
143,AdaBoostClassifier,0.25,0.47479999999999994,0.02156293115510968,Test,1.5
144,NeighborHoodClassifier,0.25,1.0,0.0,Train,2.0
145,NeighborHoodClassifier,0.25,0.7424000000000001,0.06709277159277292,Test,2.0
146,AdaBoostClassifier,0.25,0.5816,0.030156922919953214,Train,2.0
147,AdaBoostClassifier,0.25,0.5336000000000001,0.03153157148002617,Test,2.0
148,NeighborHoodClassifier,0.25,1.0,0.0,Train,2.5
149,NeighborHoodClassifier,0.25,0.7727999999999999,0.04088226999568396,Test,2.5
150,AdaBoostClassifier,0.25,0.5728,0.040567967659225906,Train,2.5
151,AdaBoostClassifier,0.25,0.49800000000000005,0.09754588663803307,Test,2.5
152,NeighborHoodClassifier,0.25,1.0,0.0,Train,3.0
153,NeighborHoodClassifier,0.25,0.7263999999999999,0.048156411826463984,Test,3.0
154,AdaBoostClassifier,0.25,0.5772,0.048983262447493216,Train,3.0
155,AdaBoostClassifier,0.25,0.4848,0.026671332925071446,Test,3.0
156,NeighborHoodClassifier,0.25,0.9772000000000001,0.045599999999999995,Train,4.0
157,NeighborHoodClassifier,0.25,0.6988,0.0992661070053621,Test,4.0
158,AdaBoostClassifier,0.25,0.5696,0.024605690398767498,Train,4.0
159,AdaBoostClassifier,0.25,0.4904,0.01726962651593832,Test,4.0
160,NeighborHoodClassifier,0.3,0.6712,0.072206370910052,Train,0.25
161,NeighborHoodClassifier,0.3,0.5836,0.10280389097694698,Test,0.25
162,AdaBoostClassifier,0.3,0.5820000000000001,0.033466401061363005,Train,0.25
163,AdaBoostClassifier,0.3,0.4808,0.014891608375189025,Test,0.25
164,NeighborHoodClassifier,0.3,0.9040000000000001,0.03368085509603339,Train,0.5
165,NeighborHoodClassifier,0.3,0.7584,0.0913402430476293,Test,0.5
166,AdaBoostClassifier,0.3,0.5516,0.016560193235587533,Train,0.5
167,AdaBoostClassifier,0.3,0.49960000000000004,0.02447529366524539,Test,0.5
168,NeighborHoodClassifier,0.3,0.8812000000000001,0.17198883684704652,Train,1.0
169,NeighborHoodClassifier,0.3,0.4892,0.015315351775261315,Test,1.0
170,AdaBoostClassifier,0.3,0.5908,0.05032057233378809,Train,1.0
171,AdaBoostClassifier,0.3,0.5324,0.06239743584475247,Test,1.0
172,NeighborHoodClassifier,0.3,1.0,0.0,Train,1.5
173,NeighborHoodClassifier,0.3,0.6372,0.14124928318402186,Test,1.5
174,AdaBoostClassifier,0.3,0.5708,0.019782820830205158,Train,1.5
175,AdaBoostClassifier,0.3,0.4848,0.026248047546436674,Test,1.5
176,NeighborHoodClassifier,0.3,1.0,0.0,Train,2.0
177,NeighborHoodClassifier,0.3,0.6508,0.04676066723219419,Test,2.0
178,AdaBoostClassifier,0.3,0.5856,0.0014966629547095778,Train,2.0
179,AdaBoostClassifier,0.3,0.5072,0.008158431221748462,Test,2.0
180,NeighborHoodClassifier,0.3,1.0,0.0,Train,2.5
181,NeighborHoodClassifier,0.3,0.7076,0.05432347558836788,Test,2.5
182,AdaBoostClassifier,0.3,0.5824,0.03230851281009386,Train,2.5
183,AdaBoostClassifier,0.3,0.502,0.027334959301231827,Test,2.5
184,NeighborHoodClassifier,0.3,1.0,0.0,Train,3.0
185,NeighborHoodClassifier,0.3,0.6788000000000001,0.019332873557751297,Test,3.0
186,AdaBoostClassifier,0.3,0.5812,0.02490301186603741,Train,3.0
187,AdaBoostClassifier,0.3,0.4744,0.04644825077438332,Test,3.0
188,NeighborHoodClassifier,0.3,1.0,0.0,Train,4.0
189,NeighborHoodClassifier,0.3,0.688,0.021391587131393473,Test,4.0
190,AdaBoostClassifier,0.3,0.5756,0.025024787711387258,Train,4.0
191,AdaBoostClassifier,0.3,0.5067999999999999,0.027527440854536428,Test,4.0
192,NeighborHoodClassifier,0.35,0.6812,0.04645169534042863,Train,0.25
193,NeighborHoodClassifier,0.35,0.5508,0.06156102663211521,Test,0.25
194,AdaBoostClassifier,0.35,0.5879999999999999,0.03167333263172665,Train,0.25
195,AdaBoostClassifier,0.35,0.516,0.05819965635637379,Test,0.25
196,NeighborHoodClassifier,0.35,0.9184000000000001,0.034255510505610626,Train,0.5
197,NeighborHoodClassifier,0.35,0.772,0.08372335397008411,Test,0.5
198,AdaBoostClassifier,0.35,0.5772,0.04809324276860523,Train,0.5
199,AdaBoostClassifier,0.35,0.5152,0.024806450773941825,Test,0.5
200,NeighborHoodClassifier,0.35,0.9103999999999999,0.1792,Train,1.0
201,NeighborHoodClassifier,0.35,0.6340000000000001,0.1640438965643038,Test,1.0
202,AdaBoostClassifier,0.35,0.554,0.039314119600977956,Train,1.0
203,AdaBoostClassifier,0.35,0.4984,0.09649373036627822,Test,1.0
204,NeighborHoodClassifier,0.35,0.8676,0.15686121254153304,Train,1.5
205,NeighborHoodClassifier,0.35,0.5619999999999999,0.13553449745360033,Test,1.5
206,AdaBoostClassifier,0.35,0.5592,0.03710741165858916,Train,1.5
207,AdaBoostClassifier,0.35,0.4508,0.09380490392298263,Test,1.5
208,NeighborHoodClassifier,0.35,0.828,0.15562519076293527,Train,2.0
209,NeighborHoodClassifier,0.35,0.5324,0.050046378490356314,Test,2.0
210,AdaBoostClassifier,0.35,0.5576000000000001,0.02521586801995915,Train,2.0
211,AdaBoostClassifier,0.35,0.4992000000000001,0.021075103795711186,Test,2.0
212,NeighborHoodClassifier,0.35,1.0,0.0,Train,2.5
213,NeighborHoodClassifier,0.35,0.6172,0.023412817002659056,Test,2.5
214,AdaBoostClassifier,0.35,0.5604000000000001,0.033595237757753686,Train,2.5
215,AdaBoostClassifier,0.35,0.4968,0.04837520025798341,Test,2.5
216,NeighborHoodClassifier,0.35,0.7844,0.18532306926014366,Train,3.0
217,NeighborHoodClassifier,0.35,0.5288,0.07114604697381297,Test,3.0
218,AdaBoostClassifier,0.35,0.5863999999999999,0.014718695594379291,Train,3.0
219,AdaBoostClassifier,0.35,0.508,0.03242221460665513,Test,3.0
220,NeighborHoodClassifier,0.35,1.0,0.0,Train,4.0
221,NeighborHoodClassifier,0.35,0.6428,0.019538679586911717,Test,4.0
222,AdaBoostClassifier,0.35,0.5804,0.0442248798754728,Train,4.0
223,AdaBoostClassifier,0.35,0.48360000000000003,0.021518364250100428,Test,4.0
224,NeighborHoodClassifier,0.4,0.6168,0.07867502780425312,Train,0.25
225,NeighborHoodClassifier,0.4,0.542,0.0891111665281069,Test,0.25
226,AdaBoostClassifier,0.4,0.5884,0.029131426329652984,Train,0.25
227,AdaBoostClassifier,0.4,0.47519999999999996,0.019863534428696213,Test,0.25
228,NeighborHoodClassifier,0.4,0.7512000000000001,0.19058478428248146,Train,0.5
229,NeighborHoodClassifier,0.4,0.6096,0.12091253036803094,Test,0.5
230,AdaBoostClassifier,0.4,0.5656000000000001,0.03662567405523069,Train,0.5
231,AdaBoostClassifier,0.4,0.5056,0.03751053185440059,Test,0.5
232,NeighborHoodClassifier,0.4,0.8596,0.15746694891309734,Train,1.0
233,NeighborHoodClassifier,0.4,0.5032,0.008352245207128448,Test,1.0
234,AdaBoostClassifier,0.4,0.5772,0.02002398561725411,Train,1.0
235,AdaBoostClassifier,0.4,0.4904,0.02540551121312067,Test,1.0
236,NeighborHoodClassifier,0.4,0.9228000000000002,0.0642569840562098,Train,1.5
237,NeighborHoodClassifier,0.4,0.5068,0.017554486605993368,Test,1.5
238,AdaBoostClassifier,0.4,0.5872,0.02096091601051823,Train,1.5
239,AdaBoostClassifier,0.4,0.5464,0.04307017529567298,Test,1.5
240,NeighborHoodClassifier,0.4,0.8956,0.1642456696537233,Train,2.0
241,NeighborHoodClassifier,0.4,0.5364,0.023268863315598357,Test,2.0
242,AdaBoostClassifier,0.4,0.5668,0.03442324795832024,Train,2.0
243,AdaBoostClassifier,0.4,0.5027999999999999,0.03825388869121673,Test,2.0
244,NeighborHoodClassifier,0.4,0.9792,0.04159999999999999,Train,2.5
245,NeighborHoodClassifier,0.4,0.5768,0.046348247000291165,Test,2.5
246,AdaBoostClassifier,0.4,0.5556000000000001,0.03267782122480014,Train,2.5
247,AdaBoostClassifier,0.4,0.4972,0.012432216214336054,Test,2.5
248,NeighborHoodClassifier,0.4,0.884,0.16875544435661924,Train,3.0
249,NeighborHoodClassifier,0.4,0.5596,0.06043045589766803,Test,3.0
250,AdaBoostClassifier,0.4,0.5904,0.038769059828682985,Train,3.0
251,AdaBoostClassifier,0.4,0.5128,0.07239447492730366,Test,3.0
252,NeighborHoodClassifier,0.4,0.8416,0.14623487956024722,Train,4.0
253,NeighborHoodClassifier,0.4,0.518,0.04789989561575264,Test,4.0
254,AdaBoostClassifier,0.4,0.5704,0.020254382241875445,Train,4.0
255,AdaBoostClassifier,0.4,0.48,0.01863330351816338,Test,4.0
256,NeighborHoodClassifier,0.45,0.5916,0.04629298002937378,Train,0.25
257,NeighborHoodClassifier,0.45,0.47919999999999996,0.01417603611733548,Test,0.25
258,AdaBoostClassifier,0.45,0.5892,0.004118252056394804,Train,0.25
259,AdaBoostClassifier,0.45,0.5256,0.057611110039644274,Test,0.25
260,NeighborHoodClassifier,0.45,0.676,0.10172905189767573,Train,0.5
261,NeighborHoodClassifier,0.45,0.506,0.04729482001234384,Test,0.5
262,AdaBoostClassifier,0.45,0.566,0.007042726744663578,Train,0.5
263,AdaBoostClassifier,0.45,0.4856,0.017036431551237498,Test,0.5
264,NeighborHoodClassifier,0.45,0.8496,0.17358986145509764,Train,1.0
265,NeighborHoodClassifier,0.45,0.5336000000000001,0.054953070887803906,Test,1.0
266,AdaBoostClassifier,0.45,0.564,0.026046112953759505,Train,1.0
267,AdaBoostClassifier,0.45,0.4572,0.02643028565869085,Test,1.0
268,NeighborHoodClassifier,0.45,0.7944,0.2062169731132721,Train,1.5
269,NeighborHoodClassifier,0.45,0.5071999999999999,0.021264054176003237,Test,1.5
270,AdaBoostClassifier,0.45,0.5708,0.0313330496441058,Train,1.5
271,AdaBoostClassifier,0.45,0.4952,0.030895954427724054,Test,1.5
272,NeighborHoodClassifier,0.45,0.6744,0.17698542312857296,Train,2.0
273,NeighborHoodClassifier,0.45,0.4991999999999999,0.014891608375189042,Test,2.0
274,AdaBoostClassifier,0.45,0.5444,0.019530488985173892,Train,2.0
275,AdaBoostClassifier,0.45,0.49160000000000004,0.011689311356961976,Test,2.0
276,NeighborHoodClassifier,0.45,0.7256,0.22436541622986375,Train,2.5
277,NeighborHoodClassifier,0.45,0.5036,0.026755186413105054,Test,2.5
278,AdaBoostClassifier,0.45,0.5632,0.029869047524151128,Train,2.5
279,AdaBoostClassifier,0.45,0.47919999999999996,0.021301643129110953,Test,2.5
280,NeighborHoodClassifier,0.45,0.7976,0.21864455172722688,Train,3.0
281,NeighborHoodClassifier,0.45,0.5027999999999999,0.027264629100723164,Test,3.0
282,AdaBoostClassifier,0.45,0.5660000000000001,0.030828558188796287,Train,3.0
283,AdaBoostClassifier,0.45,0.4779999999999999,0.025549951076274103,Test,3.0
284,NeighborHoodClassifier,0.45,0.8160000000000001,0.2253672558292353,Train,4.0
285,NeighborHoodClassifier,0.45,0.5252,0.011702991070662246,Test,4.0
286,AdaBoostClassifier,0.45,0.5892,0.01800444389588302,Train,4.0
287,AdaBoostClassifier,0.45,0.4992,0.04544183094902756,Test,4.0
288,NeighborHoodClassifier,0.46,0.5744,0.04079999999999999,Train,0.25
289,NeighborHoodClassifier,0.46,0.506,0.013206059215375352,Test,0.25
290,AdaBoostClassifier,0.46,0.5720000000000001,0.02635147054720095,Train,0.25
291,AdaBoostClassifier,0.46,0.476,0.03698648401781386,Test,0.25
292,NeighborHoodClassifier,0.46,0.684,0.19845805602192118,Train,0.5
293,NeighborHoodClassifier,0.46,0.5332,0.03338502658378452,Test,0.5
294,AdaBoostClassifier,0.46,0.5892,0.016277591959500622,Train,0.5
295,AdaBoostClassifier,0.46,0.48319999999999996,0.0357009803786955,Test,0.5
296,NeighborHoodClassifier,0.46,0.9096,0.1808,Train,1.0
297,NeighborHoodClassifier,0.46,0.5556,0.090398230071169,Test,1.0
298,AdaBoostClassifier,0.46,0.5824,0.018304097901836052,Train,1.0
299,AdaBoostClassifier,0.46,0.49879999999999997,0.018004443895883054,Test,1.0
300,NeighborHoodClassifier,0.46,0.7492,0.1731755179001928,Train,1.5
301,NeighborHoodClassifier,0.46,0.5035999999999999,0.017176728442867127,Test,1.5
302,AdaBoostClassifier,0.46,0.5828,0.03483905854066667,Train,1.5
303,AdaBoostClassifier,0.46,0.5144,0.02095328136593409,Test,1.5
304,NeighborHoodClassifier,0.46,0.8204,0.22000872709963118,Train,2.0
305,NeighborHoodClassifier,0.46,0.5392,0.052712047958697245,Test,2.0
306,AdaBoostClassifier,0.46,0.5816000000000001,0.02323445717033215,Train,2.0
307,AdaBoostClassifier,0.46,0.504,0.016443843832875588,Test,2.0
308,NeighborHoodClassifier,0.46,0.8131999999999999,0.22880419576572453,Train,2.5
309,NeighborHoodClassifier,0.46,0.5276,0.017951044537853518,Test,2.5
310,AdaBoostClassifier,0.46,0.5504,0.0319349338499393,Train,2.5
311,AdaBoostClassifier,0.46,0.46880000000000005,0.07510632463381497,Test,2.5
312,NeighborHoodClassifier,0.46,0.6304000000000001,0.1851071041316351,Train,3.0
313,NeighborHoodClassifier,0.46,0.48439999999999994,0.025342454498331456,Test,3.0
314,AdaBoostClassifier,0.46,0.5772,0.014062716664997569,Train,3.0
315,AdaBoostClassifier,0.46,0.49079999999999996,0.013481839637082186,Test,3.0
316,NeighborHoodClassifier,0.46,0.8160000000000001,0.22544178849538962,Train,4.0
317,NeighborHoodClassifier,0.46,0.5204,0.021067510531621928,Test,4.0
318,AdaBoostClassifier,0.46,0.5484,0.023677837739117975,Train,4.0
319,AdaBoostClassifier,0.46,0.49399999999999994,0.014028542333400158,Test,4.0
320,NeighborHoodClassifier,0.47,0.5344,0.018821264569629764,Train,0.25
321,NeighborHoodClassifier,0.47,0.49559999999999993,0.013937001112147488,Test,0.25
322,AdaBoostClassifier,0.47,0.5452,0.0289164313150845,Train,0.25
323,AdaBoostClassifier,0.47,0.5024000000000001,0.020175232340669605,Test,0.25
324,NeighborHoodClassifier,0.47,0.6759999999999999,0.1743146580181942,Train,0.5
325,NeighborHoodClassifier,0.47,0.5319999999999999,0.04941254901338323,Test,0.5
326,AdaBoostClassifier,0.47,0.5715999999999999,0.030447331574376086,Train,0.5
327,AdaBoostClassifier,0.47,0.4816,0.01826033953682132,Test,0.5
328,NeighborHoodClassifier,0.47,0.9339999999999999,0.05504906902028407,Train,1.0
329,NeighborHoodClassifier,0.47,0.4936,0.009991996797437445,Test,1.0
330,AdaBoostClassifier,0.47,0.5591999999999999,0.02646053665366594,Train,1.0
331,AdaBoostClassifier,0.47,0.4992,0.009600000000000008,Test,1.0
332,NeighborHoodClassifier,0.47,0.7016,0.19559713699336195,Train,1.5
333,NeighborHoodClassifier,0.47,0.484,0.016149303390549076,Test,1.5
334,AdaBoostClassifier,0.47,0.5351999999999999,0.025190474390134044,Train,1.5
335,AdaBoostClassifier,0.47,0.4896,0.01209297316626479,Test,1.5
336,NeighborHoodClassifier,0.47,0.8320000000000001,0.16366306852799747,Train,2.0
337,NeighborHoodClassifier,0.47,0.49239999999999995,0.009499473669630342,Test,2.0
338,AdaBoostClassifier,0.47,0.5864,0.019734234213670397,Train,2.0
339,AdaBoostClassifier,0.47,0.5184,0.04772253136622154,Test,2.0
340,NeighborHoodClassifier,0.47,0.8371999999999999,0.16711002363712357,Train,2.5
341,NeighborHoodClassifier,0.47,0.4944,0.013646977687385597,Test,2.5
342,AdaBoostClassifier,0.47,0.5671999999999999,0.028329489935401225,Train,2.5
343,AdaBoostClassifier,0.47,0.48439999999999994,0.015147276983009184,Test,2.5
344,NeighborHoodClassifier,0.47,0.9263999999999999,0.060681463396988045,Train,3.0
345,NeighborHoodClassifier,0.47,0.5236,0.03086486675817667,Test,3.0
346,AdaBoostClassifier,0.47,0.5684,0.022141364004956855,Train,3.0
347,AdaBoostClassifier,0.47,0.4864,0.04307017529567301,Test,3.0
348,NeighborHoodClassifier,0.47,0.7132000000000001,0.19529096241249874,Train,4.0
349,NeighborHoodClassifier,0.47,0.5,0.030698534166959845,Test,4.0
350,AdaBoostClassifier,0.47,0.5720000000000001,0.026442390209661434,Train,4.0
351,AdaBoostClassifier,0.47,0.484,0.010807404868885026,Test,4.0
352,NeighborHoodClassifier,0.48,0.5836,0.03571890255872931,Train,0.25
353,NeighborHoodClassifier,0.48,0.488,0.019015782918407543,Test,0.25
