,Model Name,Noise level,Accuracy,STD,Set,b
226,AdaBoostClassifier,0.4,0.5955999999999999,0.03589763223389532,Train,0.25
227,AdaBoostClassifier,0.4,0.6315999999999999,0.04517344352603641,Test,0.25
228,NeighborHoodClassifier,0.4,0.7544,0.19572797449521623,Train,0.5
229,NeighborHoodClassifier,0.4,0.6192,0.11748429682302226,Test,0.5
230,AdaBoostClassifier,0.4,0.6268,0.03636701802457829,Train,0.5
231,AdaBoostClassifier,0.4,0.6792,0.0644062108806286,Test,0.5
232,NeighborHoodClassifier,0.4,0.9395999999999999,0.07652868743157694,Train,1.0
233,NeighborHoodClassifier,0.4,0.5196,0.03596442686878243,Test,1.0
234,AdaBoostClassifier,0.4,0.6123999999999999,0.023405982141324493,Train,1.0
235,AdaBoostClassifier,0.4,0.5791999999999999,0.0303736728105114,Test,1.0
236,NeighborHoodClassifier,0.4,0.9344000000000001,0.05619110249852729,Train,1.5
237,NeighborHoodClassifier,0.4,0.506,0.022873565528793296,Test,1.5
238,AdaBoostClassifier,0.4,0.6092,0.03032094985319559,Train,1.5
239,AdaBoostClassifier,0.4,0.5676,0.07335829878071054,Test,1.5
240,NeighborHoodClassifier,0.4,0.9396000000000001,0.04967735902803207,Train,2.0
241,NeighborHoodClassifier,0.4,0.5576000000000001,0.02775319801392262,Test,2.0
242,AdaBoostClassifier,0.4,0.6140000000000001,0.03961817764612602,Train,2.0
243,AdaBoostClassifier,0.4,0.5976,0.07508288753104797,Test,2.0
244,NeighborHoodClassifier,0.4,0.922,0.06481975007665489,Train,2.5
245,NeighborHoodClassifier,0.4,0.5052,0.01891454466805904,Test,2.5
246,AdaBoostClassifier,0.4,0.6204,0.022570777567465436,Train,2.5
247,AdaBoostClassifier,0.4,0.5700000000000001,0.08504116650187718,Test,2.5
248,NeighborHoodClassifier,0.4,0.9576,0.05194458585839336,Train,3.0
249,NeighborHoodClassifier,0.4,0.5328,0.03231346468579314,Test,3.0
250,AdaBoostClassifier,0.4,0.62,0.023630488780387107,Train,3.0
251,AdaBoostClassifier,0.4,0.6327999999999999,0.07831832480333067,Test,3.0
252,NeighborHoodClassifier,0.4,0.9384,0.051309258423797154,Train,4.0
253,NeighborHoodClassifier,0.4,0.5112,0.029355749011054023,Test,4.0
254,AdaBoostClassifier,0.4,0.5868,0.022292599668948424,Train,4.0
255,AdaBoostClassifier,0.4,0.6112,0.08003599190364295,Test,4.0
256,NeighborHoodClassifier,0.45,0.5588000000000001,0.020262280227062276,Train,0.25
257,NeighborHoodClassifier,0.45,0.5032,0.037748642359692865,Test,0.25
258,AdaBoostClassifier,0.45,0.6408,0.020614557962760217,Train,0.25
259,AdaBoostClassifier,0.45,0.5128,0.030792206806268346,Test,0.25
260,NeighborHoodClassifier,0.45,0.8131999999999999,0.1595072412149367,Train,0.5
261,NeighborHoodClassifier,0.45,0.4968,0.022894540834006716,Test,0.5
262,AdaBoostClassifier,0.45,0.6144000000000001,0.031097266760922882,Train,0.5
263,AdaBoostClassifier,0.45,0.5204000000000001,0.04622380339175909,Test,0.5
264,NeighborHoodClassifier,0.45,0.9244,0.06671011917243141,Train,1.0
265,NeighborHoodClassifier,0.45,0.514,0.057730407932042184,Test,1.0
266,AdaBoostClassifier,0.45,0.5963999999999999,0.03262882161525298,Train,1.0
267,AdaBoostClassifier,0.45,0.5504,0.07974358908401352,Test,1.0
268,NeighborHoodClassifier,0.45,0.8932,0.008818163074019449,Train,1.5
269,NeighborHoodClassifier,0.45,0.518,0.02873325599370878,Test,1.5
270,AdaBoostClassifier,0.45,0.6092000000000001,0.04086269692519083,Train,1.5
271,AdaBoostClassifier,0.45,0.5484,0.09862575728479858,Test,1.5
272,NeighborHoodClassifier,0.45,0.9096,0.05380557591922979,Train,2.0
273,NeighborHoodClassifier,0.45,0.5192,0.03181446212023707,Test,2.0
274,AdaBoostClassifier,0.45,0.6128,0.022859571299567297,Train,2.0
275,AdaBoostClassifier,0.45,0.596,0.09197390934390035,Test,2.0
276,NeighborHoodClassifier,0.45,0.9036,0.04860288057306891,Train,2.5
277,NeighborHoodClassifier,0.45,0.48840000000000006,0.022032702966272667,Test,2.5
278,AdaBoostClassifier,0.45,0.6288,0.0378121673539087,Train,2.5
279,AdaBoostClassifier,0.45,0.5408,0.03299939393382854,Test,2.5
280,NeighborHoodClassifier,0.45,0.9503999999999999,0.06293361581857505,Train,3.0
281,NeighborHoodClassifier,0.45,0.5136000000000001,0.022712111306525444,Test,3.0
282,AdaBoostClassifier,0.45,0.5863999999999999,0.03458091959448158,Train,3.0
283,AdaBoostClassifier,0.45,0.5584,0.10773597356500754,Test,3.0
284,NeighborHoodClassifier,0.45,0.9532,0.05748878151430938,Train,4.0
285,NeighborHoodClassifier,0.45,0.4972,0.02863843571147,Test,4.0
286,AdaBoostClassifier,0.45,0.602,0.0413376341848442,Train,4.0
287,AdaBoostClassifier,0.45,0.5075999999999999,0.03531345352694917,Test,4.0
288,NeighborHoodClassifier,0.46,0.5528000000000001,0.010628264204469117,Train,0.25
289,NeighborHoodClassifier,0.46,0.5048,0.024350770008359102,Test,0.25
290,AdaBoostClassifier,0.46,0.6092000000000001,0.04371910337598428,Train,0.25
291,AdaBoostClassifier,0.46,0.4936,0.0459112186725641,Test,0.25
292,NeighborHoodClassifier,0.46,0.7048,0.15235012307182427,Train,0.5
293,NeighborHoodClassifier,0.46,0.5276,0.03576366871561136,Test,0.5
294,AdaBoostClassifier,0.46,0.5936,0.039847710097319265,Train,0.5
295,AdaBoostClassifier,0.46,0.5208,0.035902089075706994,Test,0.5
296,NeighborHoodClassifier,0.46,0.9152000000000001,0.06823019859270528,Train,1.0
297,NeighborHoodClassifier,0.46,0.516,0.0446676616804596,Test,1.0
298,AdaBoostClassifier,0.46,0.608,0.04407266726668582,Train,1.0
299,AdaBoostClassifier,0.46,0.5336000000000001,0.05965769020000689,Test,1.0
300,NeighborHoodClassifier,0.46,0.9279999999999999,0.0613449264405786,Train,1.5
301,NeighborHoodClassifier,0.46,0.496,0.020823064135712593,Test,1.5
302,AdaBoostClassifier,0.46,0.5924,0.045561387160621,Train,1.5
303,AdaBoostClassifier,0.46,0.5075999999999999,0.05022190757030242,Test,1.5
304,NeighborHoodClassifier,0.46,0.9588000000000001,0.0504634521213125,Train,2.0
305,NeighborHoodClassifier,0.46,0.504,0.013206059215375354,Test,2.0
306,AdaBoostClassifier,0.46,0.6095999999999999,0.03476550014022525,Train,2.0
307,AdaBoostClassifier,0.46,0.5204000000000001,0.02033322404342215,Test,2.0
308,NeighborHoodClassifier,0.46,0.9776,0.04479999999999999,Train,2.5
309,NeighborHoodClassifier,0.46,0.49800000000000005,0.022054478003344376,Test,2.5
310,AdaBoostClassifier,0.46,0.6055999999999999,0.027896953238660333,Train,2.5
311,AdaBoostClassifier,0.46,0.5207999999999999,0.040646771089472775,Test,2.5
312,NeighborHoodClassifier,0.46,0.9108,0.047893214550706456,Train,3.0
313,NeighborHoodClassifier,0.46,0.5276,0.02144388024588831,Test,3.0
314,AdaBoostClassifier,0.46,0.6088,0.03097353709216953,Train,3.0
315,AdaBoostClassifier,0.46,0.5364,0.06437887852393827,Test,3.0
316,NeighborHoodClassifier,0.46,0.9732,0.0536,Train,4.0
317,NeighborHoodClassifier,0.46,0.4968,0.020341091416145794,Test,4.0
318,AdaBoostClassifier,0.46,0.5948,0.04540660744869627,Train,4.0
319,AdaBoostClassifier,0.46,0.4948,0.01732512626216617,Test,4.0
320,NeighborHoodClassifier,0.47,0.5444,0.016942254867637868,Train,0.25
321,NeighborHoodClassifier,0.47,0.4976,0.03638461213205382,Test,0.25
322,AdaBoostClassifier,0.47,0.6076,0.05426453722275718,Train,0.25
323,AdaBoostClassifier,0.47,0.516,0.035620218977429084,Test,0.25
324,NeighborHoodClassifier,0.47,0.8404,0.19551941080107624,Train,0.5
325,NeighborHoodClassifier,0.47,0.4968,0.02866635658747029,Test,0.5
326,AdaBoostClassifier,0.47,0.6184,0.01877871135088882,Train,0.5
327,AdaBoostClassifier,0.47,0.48919999999999997,0.03032094985319557,Test,0.5
328,NeighborHoodClassifier,0.47,0.9231999999999999,0.06631560902231089,Train,1.0
329,NeighborHoodClassifier,0.47,0.5488,0.07125840301325873,Test,1.0
330,AdaBoostClassifier,0.47,0.618,0.03131772660970144,Train,1.0
331,AdaBoostClassifier,0.47,0.5479999999999999,0.07507862545358697,Test,1.0
332,NeighborHoodClassifier,0.47,0.9292,0.061443958205831754,Train,1.5
333,NeighborHoodClassifier,0.47,0.4992,0.018356470248934022,Test,1.5
334,AdaBoostClassifier,0.47,0.6220000000000001,0.026532998322843223,Train,1.5
335,AdaBoostClassifier,0.47,0.5048,0.02830123672209399,Test,1.5
336,NeighborHoodClassifier,0.47,0.9384,0.050776372458063594,Train,2.0
337,NeighborHoodClassifier,0.47,0.48200000000000004,0.026168683574073804,Test,2.0
338,AdaBoostClassifier,0.47,0.5984,0.03627450895601483,Train,2.0
339,AdaBoostClassifier,0.47,0.5,0.032372828112477305,Test,2.0
340,NeighborHoodClassifier,0.47,0.908,0.04846441993875507,Train,2.5
341,NeighborHoodClassifier,0.47,0.4952,0.022683915006012526,Test,2.5
342,AdaBoostClassifier,0.47,0.6192,0.03585749572962399,Train,2.5
343,AdaBoostClassifier,0.47,0.5035999999999999,0.03580837890773608,Test,2.5
344,NeighborHoodClassifier,0.47,0.9551999999999999,0.05579390647732062,Train,3.0
345,NeighborHoodClassifier,0.47,0.5184,0.00958331884056876,Test,3.0
346,AdaBoostClassifier,0.47,0.6052000000000001,0.03764252913925949,Train,3.0
347,AdaBoostClassifier,0.47,0.518,0.04225636046798162,Test,3.0
348,NeighborHoodClassifier,0.47,0.9528000000000001,0.058028958288082334,Train,4.0
